WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Dummy_name,Dummy_code,WordInput
1365,603.6135028147373,4,1,4.24429988861084,6,True,1.0,used,dummy,0,used
1075,845.6708915628715,7,3,3.3078999519348145,6,True,1.0,loud,dummy,0,loud
1098,901.2667292724676,10,16,4.452199935913086,4,True,1.0,hear,dummy,0,hear
1360,629.6044507818425,4,0,2.659899950027466,5,True,1.0,obey,dummy,0,obey
1382,908.0807174780457,8,5,3.390199899673462,8,True,1.0,rule,dummy,0,rule
1110,922.6638951753191,13,17,3.0302000045776367,7,True,1.0,mile,dummy,0,mile
1397,623.7853597739756,4,1,1.7782000303268433,4,True,1.0,afar,dummy,0,afar
1328,713.2723036583641,5,1,3.6589999198913574,6,True,1.0,kept,dummy,0,kept
1371,882.5886208261793,9,8,4.2418999671936035,5,True,1.0,took,dummy,0,took
1166,822.7218408598371,8,9,1.3221999406814575,5,True,1.0,doze,dummy,0,doze
1276,917.6114437340077,10,11,4.035900115966797,5,True,1.0,rest,dummy,0,rest
1452,630.4011832770087,4,0,2.9872000217437744,9,True,1.0,odds,dummy,0,odds
1500,755.6103184505628,6,2,1.6812000274658203,4,True,1.0,vary,dummy,0,vary
1214,854.8057321726035,7,12,4.151500225067139,10,True,1.0,year,dummy,0,year
1341,846.4242212334341,6,0,2.983599901199341,11,True,1.0,noel,dummy,0,noel
1344,856.9604563461282,8,5,3.9446001052856445,7,True,1.0,fact,dummy,0,fact
1534,821.161337334511,6,1,4.111299991607666,5,True,1.0,true,dummy,0,true
1256,845.6693180178172,7,5,3.9179000854492188,6,True,1.0,hour,dummy,0,hour
1263,876.7752094841774,9,7,4.999499797821045,5,True,1.0,time,dummy,0,time
1334,840.5094598733574,8,3,3.7534000873565674,5,True,1.0,less,dummy,0,less
1537,836.4299045275787,8,4,4.695799827575684,6,True,1.0,much,dummy,0,much
1304,893.8494915165036,11,9,1.2553000450134277,5,True,1.0,bonk,dummy,0,bonk
1353,814.7979230099919,8,4,1.9955999851226807,6,True,1.0,wham,dummy,0,wham
1364,924.7299195336618,11,15,4.327899932861328,10,True,1.0,same,dummy,0,same
1533,705.0001179050902,5,1,1.1761000156402588,5,True,1.0,akin,dummy,0,akin
1323,892.206800865329,9,6,1.4471999406814575,8,True,1.0,dolt,dummy,0,dolt
1325,741.9599653596466,5,0,1.9138000011444092,5,True,1.0,redo,dummy,0,redo
1433,855.7895586905679,7,3,3.9416000843048096,8,True,1.0,glad,dummy,0,glad
1492,915.2095225356786,8,10,4.0391998291015625,9,True,1.0,hate,dummy,0,hate
1358,900.203321629791,11,10,4.145400047302246,7,True,1.0,lost,dummy,0,lost
1368,896.1618403275297,10,10,4.627200126647949,5,True,1.0,find,dummy,0,find
1439,747.8727271930637,5,7,1.5051000118255615,8,True,1.0,zeal,dummy,0,zeal
1444,850.9618849742556,7,3,1.770900011062622,8,True,1.0,glee,dummy,0,glee
1373,721.6881987577392,6,2,2.460900068283081,5,True,1.0,cozy,dummy,0,cozy
1391,787.7218369989403,7,4,1.8691999912261963,5,True,1.0,snug,dummy,0,snug
1464,885.4327536576105,9,11,5.497300148010254,6,True,1.0,have,dummy,0,have
1501,879.3649180394486,9,9,4.947299957275391,5,True,1.0,been,dummy,0,been
1385,889.3802383724676,8,6,4.671899795532227,8,True,1.0,help,dummy,0,help
1438,929.3672879747089,13,20,4.393599987030029,7,True,1.0,care,dummy,0,care
1401,922.797679134801,10,12,4.39300012588501,11,True,1.0,mind,dummy,0,mind
1511,886.1824302704132,8,4,3.5940001010894775,7,True,1.0,soul,dummy,0,soul
1420,877.2645763273665,8,6,2.8685998916625977,5,True,1.0,foul,dummy,0,foul
1515,765.3326954846334,6,8,2.2899999618530273,6,True,1.0,yuck,dummy,0,yuck
1498,637.4472027994406,4,0,2.5315001010894775,9,True,1.0,urge,dummy,0,urge
1539,853.2040566276577,8,5,2.079200029373169,6,True,1.0,whim,dummy,0,whim
1458,866.9964724551686,7,5,1.8976000547409058,8,True,1.0,ploy,dummy,0,ploy
1554,879.9486670766173,11,8,1.934499979019165,4,True,1.0,ruse,dummy,0,ruse
1531,658.5658640082804,4,3,1.4149999618530273,5,True,1.0,avid,dummy,0,avid
1548,814.0738452793876,7,5,2.359800100326538,5,True,1.0,keen,dummy,0,keen
