Word,Meanings,labels,newMeaning,features,keep_semfeat
tilt,Is an angled position,269,"Can indicate inclination or propensity Can mean to be inclined or have a tendency Refers to an angled or tilted position Inclined surface Inclined plane Inclined surface Inclined surface Performed by tilting a container Is an angled position Inclination from the vertical or horizontal Is used to describe a slant Can refer to an inclined position Inclination from the vertical or horizontal Leaning position Refers to an inclined position Suggests an inclination or tilt, as in ""lean against"" Describes a tilt or inclination in posture or structure",inclined_inclination_position_angled_tilt,True
tilt,Can be intentional or accidental,255,May be intentional or accidental Can be intentional or accidental Can be intentional or accidental Can be intentional or accidental Can be accidental or intentional Can be accidental or intentional Can be accidental or intentional Can be accidental or intentional May be accidental or intentional Can be unintentional or intentional Can be intentional or natural Can be an intentional act May be intentional or accidental Can be formed intentionally or by accident May be deliberately or accidentally created Can be created intentionally or accidentally Can be intentional or accidental Can be intentional or unintentional May be done intentionally or accidentally Can be intentional or unintentional Can be intentional or accidental May be intentional or unintentional Can be accidental or intentional Can be intentional or unintentional Can be intentional or unintentional May be intentional or unintentional Can be intentional or unintentional May be intentional or unintentional Can be intentional or accidental May be intentional or accidental Can be accidental or intentional Can be intentional or accidental Can be intentional or unintentional Can be intentional or accidental Can be deliberate or accidental Can be intentional or accidental Can be intentional or accidental Can be a deliberate action or an accidental shift Can be intentional or accidental Can occur intentionally or accidentally Can be intentional or accidental Can be intentional or unintentional Can be intentional or accidental Can be accidental or intentional Can be accidental or intentional Can be intentional or unintentional May be accidental or intentional Can be intentional or accidental Can be intentional or accidental Can be intentional or accidental Can be intentional or accidental Can be intentional or unintentional May be intentional or unintentional May be intentional or unintentional Can be intentional or unintentional Can be intentional or unintentional Can be intentional or spontaneous Can be natural or intentional Can be intentional or accidental Can be intentional or accidental Can be intentional or accidental May be unintentional or deliberate Can be intentional or unintentional Can be intentional or unintentional Can be intentional or accidental May be intentional or accidental Can be intentional or unintentional in use Can be unintentional or intentional Can be intentional or natural,intentional_accidental_unintentional_accidentally_intentionally,True
tilt,Changes an object’s orientation,500,Changes the orientation Changes orientation Changes the orientation of an object Orientation point for maps Altered angle from the original alignment Horizontal or vertical orientation Implies an intentional change in orientation Vertical orientation when installed Typically horizontal in orientation Horizontal in orientation Vertical in orientation Changes an object’s orientation Change in angle Angle relative to a horizontal plane Changes the orientation of an object Rotates horizontally Suggests a horizontal orientation Determines the orientation of an object Determines the orientation of an object in space Represents a change of position or orientation,orientation_horizontal_changes_angle_object,True
tilt,Can be measured in degrees,2683,"Is measured on the Beaufort scale Is measured on the Beaufort scale Can be measured in degrees Can be measured in degrees Can be measured in degrees Can be measured in degrees Can be measured by a thermometer Can be measured in degrees Can be measured in degrees Can be measured in degrees Measured in units such as Celsius, Fahrenheit, or Kelvin Has units like Celsius, Fahrenheit, or Kelvin Is measured with thermometers Measured in degrees Measured by thermometers Has scales like Celsius, Fahrenheit, Kelvin Measured by thermometers Unit of measure is degrees Can be measured in Celsius Can be measured in Fahrenheit Measured by thermometers",measured_degrees_thermometers_fahrenheit_celsius,True
tilt,Can be a technique in photography and cinematography,1863,"Often used in shades or shutters Subject in photography In photography, refers to camera settings like aperture or shutter priority Used in photography to capture subjects attractively Used in photography to create a visually appealing image Used in photography Often used in photography Used in cameras Is used in cameras Used in cameras Used in cameras Can be a preferred time for photography Used in photography In photography, it corresponds to underexposed areas Used to wind film in photography and cinematography Is used in photography (snap a picture) Used in photography Can be a technique in photography and cinematography Used in photography to create Dutch angles Used to describe camera angles Used in photography to create Dutch angle Is used in photography Occurs in photography Used in photography Associated with cameras and lenses Common feature in photography Is associated with cameras and photography Is used in cinematography to transition between shots",photography_cameras_used_cinematography_camera,True
hymn,Is a type of song,3070,"Sings melodically Sings melodically Famous for morning song (skylarks) Sings beautifully Sings melodically Is known for a complex song Produces a complex and melodious song Sings complex songs Sings complex songs Produces songs Can be remixed or sampled May be part of an album Is a type of song Is a type of song Is a song Is a song Often dictates the structure of a song Can be heard in songs Is essential in songs Often used as a hook to make a song memorable A signature part of a song Serves as a hook or motif in a song. Structurally important to a song's composition. Can be repeated during a song for emphasis. Contributes to a song's identity and recognizability. Repeated in a song Is a signature part of a song Often includes short and catchy songs Known for its fast-paced, stripped-down songs Conveys that a song was performed Recorded and sold as music tracks Preserved in songs, dances, and art Part of a song's structure Is the basis for many songs and stories Featured in a number of songs and expressions",song_songs_sings_melodically_complex,True
hymn,Used in worship services,615,"Used in historical or religious contexts Used in religious contexts Used in religious texts Is used in religious symbols Used in religions Used in Christianity Used in Islam Used in Judaism Used in religious contexts Used in religious contexts Used in Christianity Used in Judaism Used in Islam Used in religious contexts Used in Christianity Used in Judaism Used in Islam Used to avoid saying ""God"" Used to avoid blasphemy Used in some religious and ceremonial contexts Used in religious buildings like mosques and cathedrals Used in religious buildings like mosques and churches Commonly used in the Bible Used in the King James Bible Often used in Christian families Used in spiritual contexts Used in religious observances or prayers Used in religious contexts Used to describe places, texts, people, or objects in religious settings Used in churches Used in religious practices Used in worship services Used in worship or prayer Used in worship services Used across various faiths Used in religious contexts Used in religious worship Is used in religious practices and May be used for religious worship Often used in religious texts",religious_used_worship_contexts_islam,True
hymn,Typically features verses and choruses,2128,"Consists of verses Often has lines and stanzas Can be written in different styles (e.g., haiku, sonnet, free verse) Composed of verses Is written in stanzas Consists of verses Includes stanzas Composed of verses Contains stanzas Has a structure (verses, chorus) Often has a chorus and verses Can have multiple verses May have a chorus and verses Creates verses Typically features verses and choruses May be found in hymnals Has structured verses Often found in hymnals Typically has verses and a chorus Often found in hymnals or songbooks Often has verses and a chorus May be found in hymnals Consists of a series of notes Structured in formal verses",verses_chorus_stanzas_hymnals_found,True
hymn,Often sung by a congregation,406,Can be sung Often sung by females Can be sung by countertenors (males) Sung by a voice with a range between soprano and tenor Can be sung Can be sung Can be sung Can be sung Can be sung by individuals or groups Can be sung by one or more vocalists Can be sung by individuals or groups Performed with accompaniment or a cappella Often sung by a congregation Often sung in churches Performed by choirs or congregations Often sung by a congregation Can be sung acapella May be performed by a choir Often sung in churches Written for group singing Involves a congregation or choir Traditionally sung at services and prayers Includes singing carols Sung about in carols Features caroling,sung_congregation_carols_choir_singing,True
hymn,Can be accompanied by an organ or piano,1932,"Associated with certain instruments (e.g., piano, string instruments) Helps in transposing music between instruments Characterizes instruments Often involves brass instruments like trumpets and saxophones Often played in concertos as a solo instrument Utilizes various instruments like the saxophone, trumpet, and piano Typically uses instruments like saxophone, trumpet, and piano Instruments include saxophone, trumpet, piano, drums, bass Can be played on instruments Can be played on instruments Can be played on an instrument Can be played on instruments Can be solo or ensemble instrument Can be solo or ensemble instrument Involves two voices or instruments Combines two voices or instruments Can be played on instruments Utilizes instruments like the ukulele Involves multiple instruments Uses various musical instruments Uses musical instruments Bearer instrument Is accompanied by instruments Can be accompanied by instruments Accompanied by musical instruments Can be left by writing instruments Can be accompanied by an organ or piano Can be accompanied by musical instruments Can be accompanied by musical instruments Accompanied by musical instruments, commonly an organ or piano Can be created by instruments Can refer to a passage in music for three voices or instruments Usually involves three instruments Often includes a variety of instruments Can consist of any combination of instruments Can be used for instruments Can be played on various instruments Can be played on various instruments Can be played on various instruments, most commonly on guitar. Can be played on guitar Can be written for various instruments Can be written for various instruments Can be played on a variety of instruments Associated with muting instruments in music Often accompanied by musical instruments Can be accompanied by music instruments Can be accompanied by instruments Can be a cappella or accompanied by instruments Can be accompanied by instruments Is a technique in playing stringed instruments Inserted in the fingerboard of stringed musical instruments",instruments_played_accompanied_musical_piano,True
hymn,Expresses praise or prayer,3342,"Used to conclude blessings Means to praise Means to praise Associated with praise Refers to praise Means ""Graced by God"" or ""God is gracious"" Means ""Graced by God"" in Hebrew Means ""God is gracious"" or ""favored by God"" Means ""God is salvation"" or ""God rescues"" Implies divine protection or blessing Means ""priceless"" or ""praiseworthy"" Gives blessings and sermons Communicates praise Expresses praise or prayer Expresses praise or reverence Aims to praise or invoke divine presence Typically expresses praise or worship Often used to praise",praise_god_means_graced_gracious,True
hymn,Has melodies that are often simple and easy to sing,1263,"Forms melody when sequenced Forms the basis of melody Often sings harmony rather than melody Is a melody Is a melody Is a melody Is a melody Produces melodic sounds Produces melodic sounds Emits melodic sounds Produces melodic sounds Harmonizes melodies Shared melody or counterpoint Has a melody Can be melodic Can be melodic Produces a soft, melodic sound Has melodies that are often simple and easy to sing Follows a set melody Features melodic and harmonious tunes Can be melodic Can be melodic Represents vocalizing melodies Associated with melodies Associated with melodies Produces melody and harmony Uses melody Utilizes melody Implies a melody was produced",melody_melodic_melodies_sounds_produces,True
hymn,Used in ceremonies and rituals,1115,"Used in religious ceremonies Used in religious ceremonies Used in ceremonies May be used in rituals May be used in ceremonies and events Used in traditional ceremonies Used in formal rituals Used in liturgical practices Used in formal ceremonies Used in various cultural ceremonies Used in smudging rituals Is used in smudging ceremonies Used in rituals and cleansing ceremonies Historically used in religious ceremonies Used in ceremonies and rituals Used in cultural ceremonies and events Used in cultural ceremonies and rituals Used in cultural ceremonies Used in ceremonial toasts Used in ceremonies and celebrations Is used in ceremonial releases Used in lighting and ceremonies Used in religious ceremonies Used for ceremonial purposes Can be used in religious ceremonies Used in ceremonies May be used in ceremonies or rituals Used in ceremonies Used in religious ceremonies Used in rituals and ceremonies Used in cultural ceremonies Used in rituals and ceremonies Is used in celebrations and ceremonies Is used in religious practices (e.g., rosaries) Used in cultural rituals and festivals Used in religious ceremonies Used in ceremonies Used in ceremonies and events Used in fictional rituals or ceremonies Used in magical rituals Used in academic ceremonies Used in rituals and ceremonies Used in ceremonies Used in ceremonies and rituals Used in ceremonies Can be used in rituals or ceremonies Used in rituals Used in rituals and ceremonies Used for ceremonies Used in ceremonies Used in religious ceremonies Used in rituals or ceremonies Used in religious ceremonies Used in religious ceremonies Historically used in rituals Used in cultural or religious ceremonies or rituals Used in toasts or celebrations Used in religious ceremonies Has been used ceremonially Used in celebrations (e.g., birthdays, holidays) Used in celebrations Used in traditional ceremonies Used in ceremonies and rituals Can be used in religious celebrations or ceremonies Is used in various religious ceremonies Used for commemoration or decoration Used in ceremonies or rituals Used in religious rituals May be used in rituals Is used in rituals and ceremonies Used in toasts and ceremonies Used in Shinto rituals Used in religious ceremonies Used in religious ceremonies and festivals",ceremonies_rituals_used_religious_celebrations,True
hymn,Often includes a chorus,1643,Lyrics frequently address social and political issues Lyrics often address social and political issues Lyrics often address social issues Can have lyrics May have associated lyrics May write their own songs Has lyrics Consists of lyrics Is made of lyrics Often includes a chorus Has lyrics Involves lyrics Involves lyrics Involves lyrics Uses lyrics Often includes a chorus Typically features spiritual lyrics Often has rhyming lyrics Lyrics often address social and political issues Often involves lyrics or words Can involve lyrics Often involves lyrics Includes lyrics May include lyrics Prevalent in popular music lyrics,lyrics_address_issues_chorus_political,True
hymn,Can be part of a liturgy,930,Is a period of liturgical observance in Christianity Is a period of the Christian liturgical calendar Is a period in the Christian liturgical year Can be part of a liturgy May be part of a liturgy Sometimes part of liturgy or ritual,liturgy_liturgical_period_christian_part,True
oval,Is a shape,3478,"Is a geometric shape Lacks defined shape Lacks a defined shape Possesses a shape Is an undefined shape Describes a body shape Refers to the shape or structure of something Refers to shape and structure Is a shape or structure of something Relates to shape and design Has a linear shape Is used to denote a thin, swirling shape Cross shape Is a shape Is a shape Variable in shape Forms a ball-like shape Is a geometric shape Is a geometric shape Geometric shape Often has a specific shape denoting its purpose Is a 3D shape Is a 3D shape Is a shape Basis for shapes and figures Forms the basis for shapes and patterns Is a disc-shaped object Is a shape Is a shape Is a shape Represents a shape or form Defines the shape of an object Describes the perimeter of shapes Creates the shape of an object Defines the shape of an object Is a shape Is a shape Is a shape Is a shape Can be described by its shape Is a part of a geometric shape Lacks a defined shape Refers to a shape or form Refers to a shape or form with curves",shape_geometric_defined_object_shapes,True
oval,Has curves,394,"Curved in shape Curved or angular shape May have a curved or straight shape Has a curved surface Curved shape Curved, semi-spherical shape A structure with a curved shape Can have a curved handle Often curved Curved sides Has a curved surface Has a curved shape Has a curved shape Has a curved shape Has a curved shape Is curved Is curved Varies in curvature Has a surface curvature Can be convex or concave Has a convex or concave shape Curved shape Has a curved surface Curved shape Has a curved shape Has a curved shape Has a curved shape Often has a curved point Can be curved (in non-Euclidean geometry) Can be curved Curved or flat in shape Has a curved shape Has a curved shape Has curves Has curved lines Has curves Has curves Curvature Curvature Has a flat, curved shape Has a flat, curved shape",curved_shape_curvature_curves_surface,True
oval,Is symmetrical,2291,Can be symmetrical or asymmetrical Not typically symmetrical Symmetrical in nature Can be symmetric Often symmetrical Is symmetrical Is symmetrical Is symmetrical Is symmetrical (typically) Often symmetrical Appears bilaterally symmetrical in pairs Has a symmetrical design Is symmetrical Has two symmetrical halves Is symmetrical on the left and right sides of the body Symmetrical Often symmetrical Is symmetrical Is symmetrical on two axes Is symmetrical Is symmetrical Can be symmetrical Target for symmetrical operations in transformations Can be symmetrical or asymmetrical Is symmetrical Is non-symmetrical Balanced or symmetrical in context Symmetrical in mathematics Found in even functions in calculus (symmetric across the y-axis),symmetrical_symmetric_asymmetrical_bilaterally_two,True
oval,Resembles an elongated circle,513,Is circular Circular in shape Circular in shape Circular shape Is a circular object Circular shape Circular shape Is circular Is circular Is circular Circular or oval in shape Often circular in shape Shapes range from rectangular to circular Often circular Circular shape Circular or oval in form Can be circular Can be a circular shape Traditionally circular in shape Circular shape Often circular Circular in shape Circular base Circular shape Has a circular shape Has a circular shape Has a circular shape Circular shape Circular shape Can be circular in shape Circular shape Circular in shape Circular in shape Can be circular Is circular in shape Circular in shape Is circular Is circular in shape Is a circular structure Is circular Circular shape when wrapped in pita Has a circular shape Circular in shape Has a circular shape Has a circular shape Is circular in shape Is typically circular Commonly circular in shape Resembles an elongated circle Resembles an elongated circle Resembles an elongated circle Resembles a flattened circle Circular shape Circular in shape Traditionally circular or wheel-like Takes place in a circular ring Takes place in a circular ring Has a circular shape Circular in shape Has a circular shape Is circular in shape Is circular in shape Circular in shape,circular_shape_circle_resembles_elongated,True
oval,Is two-dimensional,1398,Is three-dimensional Can be two-dimensional or three-dimensional Can be 2D or 3D Can be three-dimensional (3D grids) Can be three-dimensional Has a three-dimensional structure Is a three-dimensional shape Three-dimensional Three-dimensional object One-dimensional One-dimensional Can be three-dimensional Can be 2D or 3D Can be 2D on paper or 3D structures Is two-dimensional Can form a 3x3 grid Is two-dimensional Is two-dimensional Closed two-dimensional figure Captures two-dimensional representations Is three-dimensional Is a three-dimensional representation Is two-dimensional Can be two-dimensional Can be three-dimensional Can be two-dimensional or three-dimensional Can be two-dimensional or three-dimensional Can be two-dimensional Can be three-dimensional,dimensional_three_two_3d_2d,True
oval,Used in designs and art,1880,"Used in performance art, like hula hooping Often used in art, specifically in figure painting and sculpture Used in art (nude modeling) Used for moss art Is used in carvings Used in various fields like art, design, and administration Used by artists and industrial manufacturers Used by potters and sculptors Is used in illustration and design Used in art Used in sculpture Used in art and craft Used for sculptures Used in art Used in art to Used in art and illustration Sometimes used in art (to scale drawings) Used in art as a reference for drawing, painting, or sculpting figures Utilized in art for drawing or painting human figures Used in art for drawing, painting, or sculpting subjects Used in art, as in blotting paper May be used in art (inkblots) Is used in creating art sculptures Used in art, like installations or performances Used for artistic sculptures Used in art to depict 3D on 2D surfaces Often used in art and architecture for its aesthetic properties Used in art (perspective) Used in art for drawing and sketching Used in film Used in film Used in art for drawing and calligraphy Used in art Used in art Used in art Used in sculptures Has been used in paints Was historically used in paint and pipes Has been used in paints Used in designs and art Used in design and art Used in design and art Historically used for making illustrations Used in painting and decorating Used in painting and decorating Used in art Is used in illustrations Used in crafts for texture or visual interest Is used in art and design Is used in art for drawing Used to draw something in Used in graphic design Is used to give texture to some paints Has been used historically in art, such as in parchment or drum making Used in art for its texture Is used in artworks",art_used_painting_drawing_sculptures,True
oval,Lacks corners,2910,Has one vertex Has a vertex at the top Has 12 edges Has 8 vertices (corners) Has 12 edges Has 8 vertices Has 12 edges Has 8 vertices (corners) Has 12 edges Has 8 vertices Appears on nine-sided polygons (nonagons) Lacks corners Lacks corners Has no corners Can be a vertex in geometry,vertices_corners_12_vertex_edges,True
maul,Is a tool,68,Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a garden tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a small tool Is a tool Categorized as a tool Is a tool Is a tool Is a tool Is a tool Is a tool Is a hand tool Is a tool Is a tool or instrument Is a tool Is a tool Is a tool Is a tool Is a tool Is a tool,tool_categorized_garden_instrument_hand,True
maul,Has a heavy head,2954,"Has a small head Has a head Has a head Has a head Has a head Has a head, limbs, and a torso Has a head, body, arms, and legs Has a forehead Has a forehead Has a heavy head Has a spiked head Has a heavy head Has a head Has a metal head Has a metal head Has a heavy head to generate force Has a microphone head Has a heavy head Has a heavy head Has a heavy head Has a heavy head Has a head at one end Has a head Has a distinct head Has a weighted head Has a metal head",head_heavy_forehead_metal_weighted,True
maul,Has a long handle,6,Has a handle Has a handle Has a handle or lever Turned by a handle Has a handle for tightening or loosening Increased leverage with long handle Has a handle for gripping Has a handle or lever Has a handle to twist Has a curved handle Has a curved handle Has a handle Typically has a handle Has a motor or handle Some have handles for easy carrying Has a handle Has a handle Has a handle Has a handle Has a handle Has a handle Has a handle Has a handle Has a handle Has a handle for pushing or pulling Has a long handle Has a long handle Has a long handle Has a long handle Has a handle or knob Usually has a handle or knob Has a handle or knob Has a handle or knob Has a handle Has a handle Is a handle Is a handle Has a handle Has a handle Has a handle Has a handle Has a handle Handle is long for leverage Has a handle Has two main parts - handle and head Handle varies in length Has a handle The handle provides leverage Has a handle for holding Has handles for manual operation Has a handle when used as a beer glass Has a handle for each arm Has handles Has handles Has handles Has a stick handle Has a stick handle Has a stick handle Has a handle for operation Has a handle for pumping Has a handle for winding Has a handle for winding Has a handle for winding Has handles Has a long handle Has a long handle Has a long handle Has a long handle Has a handle Has spokes or handles Has a wooden or metal handle Consists of a long handle Has a handle for grip Has a long handle Typically has a wooden handle Has a long handle Has a handle Typically has a handle Has a handle for gripping Has a heavy end opposite the handle Has a handle Has a handle Has a handle Typically has a long handle Has a handle or knob Have handles or levers Have handles or levers Have handles or levers Has a handle Has a long handle Has a handle Has a long handle to avoid heat exposure Has a handle Has a handle,handle_long_handles_knob_leverage,True
maul,Used by splitting logs,999,"Can be used to split wood Used for shaping wood Used to connect pieces of wood Used for splitting wood Can split wood Can split wood Can be used for shaping, splitting, and cutting wood Used by splitting logs Used for splitting wood Used for splitting wood Often used for driving splitting wedges or stakes Used for splitting wood Used for splitting rocks",splitting_wood_used_split_shaping,True
maul,Typically made of metal and wood,450,"Made of metal, plastic, or wood Can be made of wood, metal, plastic, or other materials Typically made of materials like wood, metal, or vinyl Made of wood, metal or plastic Made of wood, plastic, or metal Made of metal and wood Made of metal or wood The rod is typically made of metal or wood Typically made of metal, plastic, or wood Can be made of metal, plastic, or wood Made of metal, plastic, or wood Made of wood or metal or plastic Usually made of wood or plastic Made of wood or metal Is made of wood or metal Can be made of wood, metal, or plastic Typically made of wood or metal Can be made of wood or metal Made of wood or metal Made of wood or metal Made of wood, metal, or plastic Made of wood or metal Made of wood, metal, or carbon fiber Made of wood or metal Made of wood or metal Made of various materials like plastic, metal, or wood Made of plastic, metal, or wood Can be made of plastic, metal, wood, or ceramic Made of metal, fiberglass, or wood Typically made of metal, fiberglass, or wood Can be made of wood or metal Often made of wood or metal Has a frame made of wood or metal Often made of metal or wood Made of metal, wood, or plastic Made of metal, wood, or plastic Made of metal, wood, or plastic Made of metal, wood, or plastic May be made of wood or plastic Made of plastic, metal, or wood Made of wood, metal, or plastic Made of wood, metal, or plastic Made of wood, metal, or plastic Typically made of wood or metal Made of wood or metal Made of wood, metal, or other materials Can be made of wood, metal, or fiberglass Made of wood, metal, or fiberglass Can be made of wood, metal, or plastic Made of metal, plastic, or wood Made of metal, plastic, or wood Has a frame made of wood or metal Has a frame made of wood or metal Has a frame made of wood or metal Has a frame made of wood, metal, or plastic Typically made of metal or wood Often made of metal or wood Often made of metal or wood Is made of steel or wood Can be made of wood, metal, or bone Can be made of wood or metal Can be made of wood, metal, or bone Made of metal, plastic, or wood Made of wood or metal Made of wood, metal, or glass Made of wood, metal, or glass Made of wood, metal, glass, or composite materials Usually made of wood or metal Can be made of wood, metal, or plastic Made of various materials such as wood, metal, or plastic Is made of metal, plastic, or wood Made of metal, plastic, wood, or glass Can be made of wood, metal, or plastic Is made of wood, plastic, or metal Can be made of plastic, metal, or wood Made of metal, wood, or fiberglass Made of material such as wood, metal, or plastic Made of wood, metal, or plastic Made of materials like wood, metal, or fiberglass Made of wood or metal Made of wood or metal Made of wood or metal Often made of plastic, wood, metal, or glass Made of metal, plastic, or wood Made of metal, plastic, or wood Typically made of wood, stone, or metal Can be made of wood, stone, or metal Made of wood, stone, or metal Made of metal, plastic, or wood Made of metal, plastic, or wood Typically made of wood, metal, or stone Can be made of wood or metal Can be made of wood or metal Can be made of wood or metal Made of metal, wood, or plastic Usually made of metal, wood, or plastic Made of wood or metal Is made of wood, plastic, or other materials Handle made of plastic or wood Is a long, sturdy piece of timber or metal Made of wood or metal Made of materials like plastic, metal, or wood Can be made of plastic, metal, or wood Can be made of plastic, metal, or wood Typically made of metal and wood Typically made of metal and wood Typically made of metal and wood Made of wood or metal Commonly made of wood, plastic, or metal Made of wood or metal Made of wood, metal, or composite materials Made of metal, plastic, or wood Made of wood, plastic, or metal Typically made of metal and wood Made of plastic, metal, or wood Made of plastic, metal, or wood Typically composed of wood or metal Made of wood or metal Made of metal, plastic, or wood Made of metal or wood Is typically made of metal or wood Made of wood, metal, or composite materials Made of metal or wood Can be made of wood, metal, paint in traditional forms Is made of wood, steel, or iron Can be metal, wood, or plastic",wood_metal_made_plastic_materials,True
maul,Has a wedge-shaped end,385,"Can be end-of-line or second hand Ends in hands or feet Ends in hands or feet Has a nozzle at one end Has a nozzle at one end Has a pointy end Ends can be scalloped, forked, or cupped Has ends that can be flat or shaped Has two distinct ends End might be blunt or pointed Has square-cut ends Has two ends Has two ends Often requires two ends to be intertwined Has two open ends Has a pointed end Has a pointed end Has a pointed end Has a pronged end Has a point at one end Has a point at one end Is tapered at the end Is tapered at the end Has a tapered end Has metal end caps Has metal end caps Often has dead ends Contains dead ends Ends may be flat or pointed Has a wedge-shaped end Has a wedge-shaped end Has a blunt end Sticks together at one end Has a pointed end Has a spade or flat end option Has a pointed end Has a pointed end Ends in a sharp point or chisel Dual-purpose with a pointed end and a flat end Has a pointed end Has a flat end Has a blunt end May have a pointed end Has a finish line Has a finishing line Is a pointed end where two curves meet",end_ends_pointed_two_flat,True
maul,Can be two-sided,1667,"Has two sides Can be single-sided or double-sided Has six sides Contains right angles Has sidewalls Has a sidewall Has a sidewall Has a sidewall Has raised sides for safety Has raised sides Has raised sides for safety Is on both sides of the face Attached on one side Typically has two sides Has two sides Can be single or double-sided Has two sides, often referred to as front and back Has two sides, often called heads and tails Has two sides (obverse and reverse) Has two sides, often referred to as heads and tails Has two sides, often referred to as ""heads"" and ""tails"" Has two sides Has six sides Has six sides Has six sides Has two sides Can be double-sided Can be dual-sided with two edges Often has a portrait on one side Has the Lincoln Memorial or a Union Shield on the reverse side Has Abraham Lincoln on one side Features the Lincoln Memorial on the other side Has no angles Can be two-sided Has a hammer-like side One side is an axe The other side is a sledgehammer Pentagon sides count Associated with a pentagon, which has five sides Takes place between opposing sides",sides_two_sided_side_six,True
maul,Requires manual strength to use,452,"Requires strength or skill Requires strength or force Requires effort and strength May require significant strength or effort Often requires physical strength or mechanical power Is an action that requires physical strength Involves coordination and strength Often requires strength or force Associated with strength required to move an object Associated with physical strength required to lift Involves strength of hand or fingers May require effort or strength Requires manual strength to use Requires physical strength to use A manual tool, requires human strength to operate Requires physical strength to use Often requires strength or force when applied to heavy objects Traditionally required physical strength Requires strength or stability Requires strength or effort Requires strength Requires balance, technique, and strength May require effort to lift or carry Can require coordination and grip strength",strength_requires_effort_physical_required,True
maul,Used in forestry and woodwork,95,"Used by woodworkers Utilized in woodworking Used by chefs, barbers, woodworkers Used in woodworking Used by lumberjacks Used in carpentry Used in woodworking Used in carpentry and metalworking Used in woodworking Used in construction and carpentry Used in woodworking Used for sawing lumber in sawmills Used in woodworking Used in woodworking Used in carpentry or woodworking Often used in woodworking or metalworking Used in carpentry and metalwork Used for woodworking Used by carpenters and woodworkers Used in carpentry and construction Used for timber and paper products Used for lumber Used with wood Used in carpentry Used in carpentry Can be used in carpentry Used in forestry Used in lumberjack sports Used in woodworking Used by lumberjacks Used by lumberjacks Used in forestry Used in woodworking or carpentry Used for timber Is used for timber Used for timber Used for timber Used in forestry and woodwork Used in woodworking or forestry Used in carpentry and construction",woodworking_carpentry_used_timber_forestry,True
flog,Is a verb,83,Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Verb Is a verb Is a verb Is a verb Is a verb Is a verb form Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Verb Is a verb Is a verb Is a verb in the English language Is a verb Is a verb Is a verb Verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb Is a verb form,verb_form_english_language_zygote,True
flog,Means to whip,3016,"Is hit with sticks or hands Hit by sticks May refer to a style of hit or strike in martial arts Means to hit Means to hit or slap A rapid, forceful hit or strike Means to whip Means to whip or beat To strike or beat Used for hitting or striking Can be a strike or hit Can also mean to strike or hit something with great force Means to kill or destroy Means to kill Means to kill Represents a hit or strike Indicates a head hitting something Used to describe a hit or strike Suggests a light hit Symbolizes a physical hit Slang for a sudden forceful impact or hit Can refer to a failure to hit, reach, or contact Can refer to a failure to hit, reach, or contact Refers to a failure to hit, reach, catch, or otherwise make contact with something Represents a failure to hit, reach, or contact Expresses penetration",hit_strike_means_failure_reach,True
